ix_key,V_x,V_y,blockKey,side,span_vertex_count,probe_mid_x,probe_mid_y,probe_normal_x,probe_normal_y,probe_path_len_m,probe_steps,probe_null_reason,alley_class,feature_highway,feature_name,feature_distance,feature_source
"-1004.80,-56.20",-1004.80,-56.20,"-1029.0,-114.5",next,5,-1061.05,-105.08,-0.996,-0.086,29.00,15,bestDist=36.5>30,alley_present,service:alley,,13.06,absent
"-1004.80,-56.20",-1004.80,-56.20,"-1029.0,-114.5",prev,17,,,,,0,0,"flank-is-arc (adjacent corner, no straight between)",adjacent_arc_span,,,,
"-1004.80,-56.20",-1004.80,-56.20,"-1038.5,-14.0",next,1,,,,,0,0,span-length<2 (never probed),degenerate_span,,,,
"-1004.80,-56.20",-1004.80,-56.20,"-1038.5,-14.0",prev,5,-1064.84,-2.12,-1.000,0.012,29.00,15,bestDist=31.5>30,truly_void,,,15.94,
"-1020.20,42.20",-1020.20,42.20,"-1038.5,-14.0",next,5,-1064.84,-2.12,-1.000,0.012,29.00,15,bestDist=31.5>30,truly_void,,,15.94,
"-1020.20,42.20",-1020.20,42.20,"-1038.5,-14.0",prev,1,,,,,0,0,span-length<2 (never probed),degenerate_span,,,,
"-1020.20,42.20",-1020.20,42.20,"-735.5,130.0",next,17,,,,,0,0,"flank-is-arc (adjacent corner, no straight between)",adjacent_arc_span,,,,
"-1020.20,42.20",-1020.20,42.20,"-888.0,-141.5",prev,1,,,,,0,0,span-length<2 (never probed),degenerate_span,,,,
"-106.50,679.90",-106.50,679.90,"-210.0,582.5",next,17,,,,,0,0,"flank-is-arc (adjacent corner, no straight between)",adjacent_arc_span,,,,
"-106.50,679.90",-106.50,679.90,"-210.0,582.5",prev,17,,,,,0,0,"flank-is-arc (adjacent corner, no straight between)",adjacent_arc_span,,,,
"-106.50,679.90",-106.50,679.90,"-229.0,696.5",next,34,,,,,0,0,"flank-is-arc (adjacent corner, no straight between)",adjacent_arc_span,,,,
"-106.50,679.90",-106.50,679.90,"-229.0,696.5",prev,17,,,,,0,0,"flank-is-arc (adjacent corner, no straight between)",adjacent_arc_span,,,,
"-106.50,679.90",-106.50,679.90,"-3.0,656.0",next,17,,,,,0,0,"flank-is-arc (adjacent corner, no straight between)",adjacent_arc_span,,,,
"-106.50,679.90",-106.50,679.90,"-3.0,656.0",prev,1,,,,,0,0,span-length<2 (never probed),degenerate_span,,,,
"-106.50,679.90",-106.50,679.90,"118.0,744.0",prev,17,,,,,0,0,"flank-is-arc (adjacent corner, no straight between)",adjacent_arc_span,,,,
"-124.50,793.00",-124.50,793.00,"-229.0,696.5",prev,17,,,,,0,0,"flank-is-arc (adjacent corner, no straight between)",adjacent_arc_span,,,,
"-124.50,793.00",-124.50,793.00,"118.0,744.0",next,17,,,,,0,0,"flank-is-arc (adjacent corner, no straight between)",adjacent_arc_span,,,,
"-134.20,-325.60",-134.20,-325.60,"-188.5,-453.5",next,17,,,,,0,0,"flank-is-arc (adjacent corner, no straight between)",adjacent_arc_span,,,,
"-134.20,-325.60",-134.20,-325.60,"-188.5,-453.5",prev,17,,,,,0,0,"flank-is-arc (adjacent corner, no straight between)",adjacent_arc_span,,,,
"-134.20,-325.60",-134.20,-325.60,"-240.5,-301.5",next,1,,,,,0,0,span-length<2 (never probed),degenerate_span,,,,
"-134.20,-325.60",-134.20,-325.60,"-240.5,-301.5",prev,17,,,,,0,0,"flank-is-arc (adjacent corner, no straight between)",adjacent_arc_span,,,,
"-134.20,-325.60",-134.20,-325.60,"-75.0,-320.5",prev,17,,,,,0,0,"flank-is-arc (adjacent corner, no straight between)",adjacent_arc_span,,,,
"-147.00,172.40",-147.00,172.40,"-132.5,265.0",next,17,,,,,0,0,"flank-is-arc (adjacent corner, no straight between)",adjacent_arc_span,,,,
"-147.00,172.40",-147.00,172.40,"-132.5,265.0",prev,1,,,,,0,0,span-length<2 (never probed),degenerate_span,,,,
"-154.00,-220.90",-154.00,-220.90,"-264.5,-164.5",next,17,,,,,0,0,"flank-is-arc (adjacent corner, no straight between)",adjacent_arc_span,,,,
"-166.10,-222.70",-166.10,-222.70,"-240.5,-301.5",next,1,,,,,0,0,span-length<2 (never probed),degenerate_span,,,,
"-166.10,-222.70",-166.10,-222.70,"-240.5,-301.5",prev,1,,,,,0,0,span-length<2 (never probed),degenerate_span,,,,
"-166.10,-222.70",-166.10,-222.70,"-75.0,-320.5",next,17,,,,,0,0,"flank-is-arc (adjacent corner, no straight between)",adjacent_arc_span,,,,
"-166.10,-222.70",-166.10,-222.70,"-75.0,-320.5",prev,1,,,,,0,0,span-length<2 (never probed),degenerate_span,,,,
"-177.50,-78.70",-177.50,-78.70,"-264.5,-164.5",prev,17,,,,,0,0,"flank-is-arc (adjacent corner, no straight between)",adjacent_arc_span,,,,
"-177.50,-78.70",-177.50,-78.70,"-297.0,21.5",next,17,,,,,0,0,"flank-is-arc (adjacent corner, no straight between)",adjacent_arc_span,,,,
"-194.60,24.70",-194.60,24.70,"-297.0,21.5",next,17,,,,,0,0,"flank-is-arc (adjacent corner, no straight between)",adjacent_arc_span,,,,
"-194.60,24.70",-194.60,24.70,"-297.0,21.5",prev,17,,,,,0,0,"flank-is-arc (adjacent corner, no straight between)",adjacent_arc_span,,,,
"-217.10,161.30",-217.10,161.30,"-297.0,21.5",prev,17,,,,,0,0,"flank-is-arc (adjacent corner, no straight between)",adjacent_arc_span,,,,
"-217.30,-691.90",-217.30,-691.90,"-140.0,-613.5",next,17,,,,,0,0,"flank-is-arc (adjacent corner, no straight between)",adjacent_arc_span,,,,
"-217.30,-691.90",-217.30,-691.90,"-331.5,-673.0",next,1,,,,,0,0,span-length<2 (never probed),degenerate_span,,,,
"-217.30,-691.90",-217.30,-691.90,"55.0,-767.0",prev,1,,,,,0,0,span-length<2 (never probed),degenerate_span,,,,
"-244.30,-602.70",-244.30,-602.70,"-331.5,-673.0",next,17,,,,,0,0,"flank-is-arc (adjacent corner, no straight between)",adjacent_arc_span,,,,
"-244.30,-602.70",-244.30,-602.70,"-331.5,-673.0",prev,1,,,,,0,0,span-length<2 (never probed),degenerate_span,,,,
"-244.30,-602.70",-244.30,-602.70,"-357.0,-584.5",next,1,,,,,0,0,span-length<2 (never probed),degenerate_span,,,,
"-244.30,-602.70",-244.30,-602.70,"-357.0,-584.5",prev,17,,,,,0,0,"flank-is-arc (adjacent corner, no straight between)",adjacent_arc_span,,,,
"-249.20,-587.80",-249.20,-587.80,"-140.0,-613.5",prev,1,,,,,0,0,span-length<2 (never probed),degenerate_span,,,,
"-249.20,-587.80",-249.20,-587.80,"-188.5,-453.5",next,1,,,,,0,0,span-length<2 (never probed),degenerate_span,,,,
"-249.20,-587.80",-249.20,-587.80,"-188.5,-453.5",prev,1,,,,,0,0,span-length<2 (never probed),degenerate_span,,,,
"-25.30,191.60",-25.30,191.60,"-132.5,265.0",next,17,,,,,0,0,"flank-is-arc (adjacent corner, no straight between)",adjacent_arc_span,,,,
"-260.90,154.20",-260.90,154.20,"-132.5,265.0",next,1,,,,,0,0,span-length<2 (never probed),degenerate_span,,,,
"-272.80,-513.10",-272.80,-513.10,"-357.0,-584.5",next,17,,,,,0,0,"flank-is-arc (adjacent corner, no straight between)",adjacent_arc_span,,,,
"-272.80,-513.10",-272.80,-513.10,"-357.0,-584.5",prev,1,,,,,0,0,span-length<2 (never probed),degenerate_span,,,,
"-272.80,-513.10",-272.80,-513.10,"-406.0,-413.0",prev,17,,,,,0,0,"flank-is-arc (adjacent corner, no straight between)",adjacent_arc_span,,,,
"-298.50,382.90",-298.50,382.90,"-193.5,475.5",prev,1,,,,,0,0,span-length<2 (never probed),degenerate_span,,,,
"-30.40,-641.90",-30.40,-641.90,"-140.0,-613.5",next,17,,,,,0,0,"flank-is-arc (adjacent corner, no straight between)",adjacent_arc_span,,,,
"-30.40,-641.90",-30.40,-641.90,"-140.0,-613.5",prev,17,,,,,0,0,"flank-is-arc (adjacent corner, no straight between)",adjacent_arc_span,,,,
"-30.40,-641.90",-30.40,-641.90,"116.0,-497.5",prev,17,,,,,0,0,"flank-is-arc (adjacent corner, no straight between)",adjacent_arc_span,,,,
"-315.00,487.10",-315.00,487.10,"-193.5,475.5",next,1,,,,,0,0,span-length<2 (never probed),degenerate_span,,,,
"-315.00,487.10",-315.00,487.10,"-193.5,475.5",prev,17,,,,,0,0,"flank-is-arc (adjacent corner, no straight between)",adjacent_arc_span,,,,
"-315.00,487.10",-315.00,487.10,"-210.0,582.5",next,17,,,,,0,0,"flank-is-arc (adjacent corner, no straight between)",adjacent_arc_span,,,,
"-315.00,487.10",-315.00,487.10,"-210.0,582.5",prev,1,,,,,0,0,span-length<2 (never probed),degenerate_span,,,,
"-315.00,487.10",-315.00,487.10,"-385.5,403.5",next,1,,,,,0,0,span-length<2 (never probed),degenerate_span,,,,
"-315.00,487.10",-315.00,487.10,"-403.5,514.5",next,1,,,,,0,0,span-length<2 (never probed),degenerate_span,,,,
"-315.00,487.10",-315.00,487.10,"-403.5,514.5",prev,1,,,,,0,0,span-length<2 (never probed),degenerate_span,,,,
"-316.10,-373.60",-316.10,-373.60,"-188.5,-453.5",next,1,,,,,0,0,span-length<2 (never probed),degenerate_span,,,,
"-316.10,-373.60",-316.10,-373.60,"-188.5,-453.5",prev,34,,,,,0,0,"flank-is-arc (adjacent corner, no straight between)",adjacent_arc_span,,,,
"-316.10,-373.60",-316.10,-373.60,"-240.5,-301.5",next,17,,,,,0,0,"flank-is-arc (adjacent corner, no straight between)",adjacent_arc_span,,,,
"-316.10,-373.60",-316.10,-373.60,"-240.5,-301.5",prev,1,,,,,0,0,span-length<2 (never probed),degenerate_span,,,,
"-333.00,599.30",-333.00,599.30,"-210.0,582.5",next,1,,,,,0,0,span-length<2 (never probed),degenerate_span,,,,
"-333.00,599.30",-333.00,599.30,"-210.0,582.5",prev,17,,,,,0,0,"flank-is-arc (adjacent corner, no straight between)",adjacent_arc_span,,,,
"-333.00,599.30",-333.00,599.30,"-229.0,696.5",next,17,,,,,0,0,"flank-is-arc (adjacent corner, no straight between)",adjacent_arc_span,,,,
"-333.00,599.30",-333.00,599.30,"-229.0,696.5",prev,1,,,,,0,0,span-length<2 (never probed),degenerate_span,,,,
"-333.00,599.30",-333.00,599.30,"-403.5,514.5",next,17,,,,,0,0,"flank-is-arc (adjacent corner, no straight between)",adjacent_arc_span,,,,
"-333.00,599.30",-333.00,599.30,"-403.5,514.5",prev,1,,,,,0,0,span-length<2 (never probed),degenerate_span,,,,
"-333.00,599.30",-333.00,599.30,"-422.0,627.5",next,1,,,,,0,0,span-length<2 (never probed),degenerate_span,,,,
"-333.00,599.30",-333.00,599.30,"-422.0,627.5",prev,17,,,,,0,0,"flank-is-arc (adjacent corner, no straight between)",adjacent_arc_span,,,,
"-351.80,712.20",-351.80,712.20,"-229.0,696.5",next,1,,,,,0,0,span-length<2 (never probed),degenerate_span,,,,
"-351.80,712.20",-351.80,712.20,"-422.0,627.5",next,17,,,,,0,0,"flank-is-arc (adjacent corner, no straight between)",adjacent_arc_span,,,,
"-351.80,712.20",-351.80,712.20,"-422.0,627.5",prev,1,,,,,0,0,span-length<2 (never probed),degenerate_span,,,,
"-355.00,-253.90",-355.00,-253.90,"-240.5,-301.5",next,1,,,,,0,0,span-length<2 (never probed),degenerate_span,,,,
"-355.00,-253.90",-355.00,-253.90,"-240.5,-301.5",prev,1,,,,,0,0,span-length<2 (never probed),degenerate_span,,,,
"-398.00,-739.40",-398.00,-739.40,"55.0,-767.0",next,122,641.05,-834.71,0.625,-0.781,29.00,15,bestDist=53.2>30,truly_void,,,358.69,
"-418.90,-744.90",-418.90,-744.90,"-331.5,-673.0",prev,17,,,,,0,0,"flank-is-arc (adjacent corner, no straight between)",adjacent_arc_span,,,,
"-418.90,-744.90",-418.90,-744.90,"-538.5,-728.0",next,17,,,,,0,0,"flank-is-arc (adjacent corner, no straight between)",adjacent_arc_span,,,,
"-42.50,188.90",-42.50,188.90,"-132.5,265.0",prev,17,,,,,0,0,"flank-is-arc (adjacent corner, no straight between)",adjacent_arc_span,,,,
"-426.40,134.10",-426.40,134.10,"-592.5,-79.0",next,1,,,,,0,0,span-length<2 (never probed),degenerate_span,,,,
"-442.70,-655.70",-442.70,-655.70,"-331.5,-673.0",next,17,,,,,0,0,"flank-is-arc (adjacent corner, no straight between)",adjacent_arc_span,,,,
"-442.70,-655.70",-442.70,-655.70,"-331.5,-673.0",prev,17,,,,,0,0,"flank-is-arc (adjacent corner, no straight between)",adjacent_arc_span,,,,
"-442.70,-655.70",-442.70,-655.70,"-357.0,-584.5",next,17,,,,,0,0,"flank-is-arc (adjacent corner, no straight between)",adjacent_arc_span,,,,
"-442.70,-655.70",-442.70,-655.70,"-538.5,-728.0",next,17,,,,,0,0,"flank-is-arc (adjacent corner, no straight between)",adjacent_arc_span,,,,
"-442.70,-655.70",-442.70,-655.70,"-538.5,-728.0",prev,17,,,,,0,0,"flank-is-arc (adjacent corner, no straight between)",adjacent_arc_span,,,,
"-442.70,-655.70",-442.70,-655.70,"-599.5,-503.0",prev,17,,,,,0,0,"flank-is-arc (adjacent corner, no straight between)",adjacent_arc_span,,,,
"-465.30,362.50",-465.30,362.50,"-385.5,403.5",prev,17,,,,,0,0,"flank-is-arc (adjacent corner, no straight between)",adjacent_arc_span,,,,
"-466.60,-565.20",-466.60,-565.20,"-357.0,-584.5",prev,17,,,,,0,0,"flank-is-arc (adjacent corner, no straight between)",adjacent_arc_span,,,,
"-466.60,-565.20",-466.60,-565.20,"-406.0,-413.0",next,17,,,,,0,0,"flank-is-arc (adjacent corner, no straight between)",adjacent_arc_span,,,,
"-466.60,-565.20",-466.60,-565.20,"-406.0,-413.0",prev,17,,,,,0,0,"flank-is-arc (adjacent corner, no straight between)",adjacent_arc_span,,,,
"-474.40,435.10",-474.40,435.10,"-385.5,403.5",next,17,,,,,0,0,"flank-is-arc (adjacent corner, no straight between)",adjacent_arc_span,,,,
"-474.40,435.10",-474.40,435.10,"-385.5,403.5",prev,1,,,,,0,0,span-length<2 (never probed),degenerate_span,,,,
"-474.40,435.10",-474.40,435.10,"-403.5,514.5",next,1,,,,,0,0,span-length<2 (never probed),degenerate_span,,,,
"-474.40,435.10",-474.40,435.10,"-403.5,514.5",prev,1,,,,,0,0,span-length<2 (never probed),degenerate_span,,,,
"-474.40,435.10",-474.40,435.10,"-757.0,369.5",next,1,,,,,0,0,span-length<2 (never probed),degenerate_span,,,,
"-48.00,-203.90",-48.00,-203.90,"-75.0,-320.5",next,1,,,,,0,0,span-length<2 (never probed),degenerate_span,,,,
"-48.00,-203.90",-48.00,-203.90,"-75.0,-320.5",prev,1,,,,,0,0,span-length<2 (never probed),degenerate_span,,,,
"-48.00,-203.90",-48.00,-203.90,"117.0,-299.0",prev,17,,,,,0,0,"flank-is-arc (adjacent corner, no straight between)",adjacent_arc_span,,,,
"-490.40,-475.20",-490.40,-475.20,"-406.0,-413.0",next,17,,,,,0,0,"flank-is-arc (adjacent corner, no straight between)",adjacent_arc_span,,,,
"-490.40,-475.20",-490.40,-475.20,"-406.0,-413.0",prev,17,,,,,0,0,"flank-is-arc (adjacent corner, no straight between)",adjacent_arc_span,,,,
"-492.40,542.50",-492.40,542.50,"-403.5,514.5",next,1,,,,,0,0,span-length<2 (never probed),degenerate_span,,,,
"-492.40,542.50",-492.40,542.50,"-403.5,514.5",prev,17,,,,,0,0,"flank-is-arc (adjacent corner, no straight between)",adjacent_arc_span,,,,
"-492.40,542.50",-492.40,542.50,"-422.0,627.5",next,17,,,,,0,0,"flank-is-arc (adjacent corner, no straight between)",adjacent_arc_span,,,,
"-492.40,542.50",-492.40,542.50,"-422.0,627.5",prev,1,,,,,0,0,span-length<2 (never probed),degenerate_span,,,,
"-492.40,542.50",-492.40,542.50,"-599.5,576.5",next,17,,,,,0,0,"flank-is-arc (adjacent corner, no straight between)",adjacent_arc_span,,,,
"-492.40,542.50",-492.40,542.50,"-757.0,369.5",prev,1,,,,,0,0,span-length<2 (never probed),degenerate_span,,,,
"-508.50,641.40",-508.50,641.40,"-599.5,576.5",next,1,,,,,0,0,span-length<2 (never probed),degenerate_span,,,,
"-508.50,641.40",-508.50,641.40,"-599.5,576.5",prev,17,,,,,0,0,"flank-is-arc (adjacent corner, no straight between)",adjacent_arc_span,,,,
"-508.50,641.40",-508.50,641.40,"-621.0,752.0",next,12,-630.04,835.92,-0.586,0.810,29.00,15,bestDist=89.2>30,truly_void,,,90.30,
"-508.50,641.40",-508.50,641.40,"-621.0,752.0",prev,1,,,,,0,0,span-length<2 (never probed),degenerate_span,,,,
"-511.00,655.60",-511.00,655.60,"-422.0,627.5",next,1,,,,,0,0,span-length<2 (never probed),degenerate_span,,,,
"-511.00,655.60",-511.00,655.60,"-422.0,627.5",prev,17,,,,,0,0,"flank-is-arc (adjacent corner, no straight between)",adjacent_arc_span,,,,
"-514.30,-382.30",-514.30,-382.30,"-406.0,-413.0",next,17,,,,,0,0,"flank-is-arc (adjacent corner, no straight between)",adjacent_arc_span,,,,
"-514.30,-382.30",-514.30,-382.30,"-406.0,-413.0",prev,1,,,,,0,0,span-length<2 (never probed),degenerate_span,,,,
"-514.30,-382.30",-514.30,-382.30,"-599.5,-503.0",next,1,,,,,0,0,span-length<2 (never probed),degenerate_span,,,,
"-537.30,-292.60",-537.30,-292.60,"-406.0,-413.0",next,1,,,,,0,0,span-length<2 (never probed),degenerate_span,,,,
"-537.30,-292.60",-537.30,-292.60,"-599.5,-503.0",next,1,,,,,0,0,span-length<2 (never probed),degenerate_span,,,,
"-537.30,-292.60",-537.30,-292.60,"-599.5,-503.0",prev,1,,,,,0,0,span-length<2 (never probed),degenerate_span,,,,
"-558.50,-288.50",-558.50,-288.50,"-592.5,-79.0",prev,1,,,,,0,0,span-length<2 (never probed),degenerate_span,,,,
"-558.50,-288.50",-558.50,-288.50,"-665.5,-256.5",next,1,,,,,0,0,span-length<2 (never probed),degenerate_span,,,,
"-558.50,-288.50",-558.50,-288.50,"-665.5,-256.5",prev,17,,,,,0,0,"flank-is-arc (adjacent corner, no straight between)",adjacent_arc_span,,,,
"-575.20,-192.30",-575.20,-192.30,"-592.5,-79.0",next,1,,,,,0,0,span-length<2 (never probed),degenerate_span,,,,
"-575.20,-192.30",-575.20,-192.30,"-665.5,-256.5",prev,1,,,,,0,0,span-length<2 (never probed),degenerate_span,,,,
"-623.30,105.60",-623.30,105.60,"-592.5,-79.0",next,1,,,,,0,0,span-length<2 (never probed),degenerate_span,,,,
"-623.30,105.60",-623.30,105.60,"-592.5,-79.0",prev,1,,,,,0,0,span-length<2 (never probed),degenerate_span,,,,
"-623.30,105.60",-623.30,105.60,"-735.5,130.0",prev,17,,,,,0,0,"flank-is-arc (adjacent corner, no straight between)",adjacent_arc_span,,,,
"-634.00,-802.90",-634.00,-802.90,"-538.5,-728.0",prev,17,,,,,0,0,"flank-is-arc (adjacent corner, no straight between)",adjacent_arc_span,,,,
"-634.00,-802.90",-634.00,-802.90,"-704.5,-767.0",next,17,,,,,0,0,"flank-is-arc (adjacent corner, no straight between)",adjacent_arc_span,,,,
"-64.40,-538.00",-64.40,-538.00,"-140.0,-613.5",next,1,,,,,0,0,span-length<2 (never probed),degenerate_span,,,,
"-64.40,-538.00",-64.40,-538.00,"-140.0,-613.5",prev,17,,,,,0,0,"flank-is-arc (adjacent corner, no straight between)",adjacent_arc_span,,,,
